,Unnamed: 0,clean_post,source
236,239,"Bonsoirmes très chers amis  Djawlistesj'espère Que Vous allez bien.. .  . On partage avec vous les photosde notre maaaagnifiiique visite, une visite pleine de découverte, d'histoire, rires, ambiance,Plus et suuurtout de gâteau encore une fois, Djawla 3assimiya / جولة عاصمية est soliciter pour fêterun anniversaire à la Casbah . JOYEUX ANNIVERSAIRERoumaissa la39ouba l 80ansinchallah lahna inchallah..mercià tous d'avoir participer a cette visiteet a cet anniversairesurpriiiise, merhba bikoum.. .  . Si vous souhaitez être parmi nous pour vivre de nouvellesaventurestoujours plus bellesavec Djawla 3assimiyarestez branchersur notre page pour recevoir nos événements .  . Pour toute réservationou informations, il suffit d'appelerle numéro0556 68 92 48 .  .  bienvenu .  djawla_3assimiya .  kenzA", HABIB ADVENTURE 
237,240,"Bonsoirmes très chers amis  Djawlistesj'espère Que Vous allez bien.. .  . À l'occasion des vacances scolaire, on partage avec vous les photosde notre maaaagnifiiique visiteavec un déjeuner chez notre ami LePlus Repéreplus un dessert avec les meilleuresgrands foursd'algerune visiteféminine, pleine de découverte, d'histoire, rires, ambiance, et de rencontres avec nos nouvelles amies, merhba.. .  . Si vous souhaitez être parmi nous pour vivre de nouvellesaventurestoujours plus bellesavec Djawla 3assimiyarestez branchersur notre page pour recevoir nos événements .  . Pour toute réservationou informations, il suffit d'appelerle numéro0556 68 92 48 .  .  bienvenu .  djawla_3assimiya .  kenzA", HABIB ADVENTURE 
238,241,Bonsoirmes très chers amis Djawlistes.. .  . On partage avec vous les photos notre magnifiquevisite de laCasbahavec notre belle familleallah ybarek 3lihoumm Djawla_3assimiyamerhba bikoum mes amis .  . PlusLes visites guidées de la Casbahsont disponibletout les jours de semaine à part le vendredipour s'inscrireil suffit d'appelerle0556 68 92 48.. . Restez branchezsur notre page pour recevoirnos visites et événements.. .  . Merhbaaaa... .  KenzA .  djawla_3assimiya, HABIB ADVENTURE 
239,242,صباح الخيرعليكم يا أحبابيو أحباب البهجة الدزايروالقصبة العالية . نهاركم مبروكإن شاء اللهو جمعة مباركةعلى الجميع . N'oubliez pasnotre visite guidéede la Casbahpour demain inchallah merhba .  . PourPlus réservéil suffit d'envoyer les noms des participants par SMSau numéro0556 68 92 48 et vous recevrez un SMS de confirmationavec l'heureet l'endroitdu regroupement .  .  كنزة .  جولة_عاصمية, HABIB ADVENTURE 
240,243,Bonsoirmes très cheramis Djawlistes.. .  . En vue de l'amélioration du temps..On vous donne rendez vousce samedi 11 Décembreinchallahpour une visite guidéedela Casbahpour célébreensemble le début desPlus manifestationspour l'indépendancde l'Algérie .  . Pour réservéil suffit juste d'appeler le numéro0556 68 92 48 .  . Merhba bikoum et nharkoummebrouk inchallah .  .  kenzA .  djawla_3assimiya, HABIB ADVENTURE 
241,244,Bonsoirmes très chers amiiiis Djwalistes.. .  . Aujourd'hui je partage avec vous les photode notre follevisite de laCasbahAvec nos petits amisvenu découvrirnotre patrimoineet notre histoire..des élèvesPlussuper studieux..qui vont nous faire de beauxprojetsà l'écoleinchallah .  . C'était un énormeplaisiret à trés bientot.. .  .  Djawla_3assimiya .  kenzA, HABIB ADVENTURE 
242,245,"Bonsoirmes chers amis  djawlistesj'espère que vous allez bien . Je partage avec vous une nouveauté . A l'occasiondu nouvel anDjawla 3assimiya / جولة عاصميةorganise une soiréeQaadate Zmanau niveau duPlusPalais Mustapha PachaAu programme petite visitede la Casbah, dînertraditionnel, Qaada Bouqalates, Henné, Qaada chaabiet pleins d'autre surprisesà découvririnchallah .  . Pour plus d'informations veuillez appelele numéro0556 68 92 48 . Merhba", HABIB ADVENTURE 
243,246,"SAM., 11 DÉC. 2021 . Visite Guidée de la Casbah avec Djawla 3assimiya", HABIB ADVENTURE 
244,247,"Bonsoirmes très chers amis  Djawlistesj'espère Que Vous allez bien.. .  . On partage avec vous les photosde notre maaaagnifiiique visite, une visite pleine de découverte, d'histoire, rires, ambiance,Plus et suuurtout de gâteau encire une foiJOYEUX ANNIVERSAIREsid aliiiiii (10ans⏭21ans) la39ouba l 80ansfi bladnaou l 31ans fi la Casbah..mercia tous d'avoir participer a cette visiteet a cet anniversairesurpriiiise, merhba bikoum.. .  . Si vous souhaitez être parmi nous pour vivre de nouvellesaventurestoujours plus bellesavec Djawla 3assimiyarestez branchersur notre page pour recevoir nos événements .  . Pour toute réservationou informations, il suffit d'appelerle numéro0556 68 92 48 .  .  bienvenu .  djawla_3assimiya .  kenzA", HABIB ADVENTURE 
245,248,صباح البردو الخيرو الرباحعليكم يا أحبابيو أحباب جولة عاصمية .  . نهاركم مبروكإن شاء الله .  كنزة .  جولة_عاصمية, HABIB ADVENTURE 
246,249,"Bonjour mes chers amis  djawlistesj'espère que vous allez bien . En Collaborationavec mon ami  Aminovic_Makaveli et studio  studio_shadowlens une petite vidéo, un avant gout d'un projet à venir inchallahPlusrestez brancher .  . Qu'en pensez vous?? . P.S. Et oui c'est des bottesen dessous car le Haïk a été porter par des hommeset des femmesdurant la guerre .  .  Djawla_3assimiya / جولة عاصمية .  casbah   djawla_3assimiya haïk  tradition", HABIB ADVENTURE 
247,250,Bonsoirmes très chers amis Djawlistes.. .  . On partage avec vous les photos notre magnifiquevisite de laCasbahd'hier samedi avec notre belle familleallah ybarek 3lihoum de Tiret Djawla_3assimiyaPlusmerhba bikoum mes amis .  . Les visites guidées de la Casbahsont disponibletout les jours de semaine à part le vendredipour s'inscrireil suffit d'appelerle0556 68 92 48.. . Restez branchezsur notre page pour recevoirnos visites et événements.. .  . Merhbaaaa... .  KenzA .  djawla_3assimiya, HABIB ADVENTURE 
248,251,صباح الخيرعليكم يا أحبابيو أحباب البهجة الدزايروالقصبة العالية . نهاركم مبروكإن شاء اللهو جمعة مباركةعلى الجميع . N'oubliez pasnotre visite guidéede la Casbahpour demain inchallah merhba .  . PourPlus réservéil suffit d'envoyer les noms des participants par SMSau numéro0556 68 92 48 et vous recevrez un SMS de confirmationavec l'heureet l'endroitdu regroupement .  . Photo : Mosquéede Ketchaoua .  .  كنزة .  جولة_عاصمية, HABIB ADVENTURE 
249,252,صباح البردو الخيرو الرباحعليكم يا أحبابيو أحباب جولة عاصمية .  . نهاركم مبروكإن شاء الله .  كنزة .  جولة_عاصمية, HABIB ADVENTURE 
250,253,Bonsoirmes chers amis Djawlistes... .  . Notre prochaine visite guidéede la Casbah sera pour leSamedi 27 Novembre..un programmericheet au même prixpour que tout le mondepuisse en profiter.. .  . Merhba bikoumPlusmes amis.. . N'oubliez pas de réservéen envoyant les noms des participants par smssur le numéro0556 68 92 48 et vous receverez un smsde confirmation, HABIB ADVENTURE 
251,254,"Bonsoirmes très cheramis Djawlistes.. .  . En vue de l'amélioration du temps..On vous donne rendez vousce samedi 27 Novembreinchallahpour une visite guidéedela Casbah .  . Pour réservéil suffit juste d'appeler le numéro0556 68 92 48 .  . Merhba bikoum et nharkoummebrouk inchallah .  .  kenzA .  djawla_3assimiya .  . SAM., 27 NOV. 2021 . Visite Guidée De La Casbah avec Djawla 3assimiya", HABIB ADVENTURE 
252,255,"SAM., 27 NOV. 2021 . Visite Guidée De La Casbah avec Djawla 3assimiya", HABIB ADVENTURE 
253,256,Bonsoirmes très chers amis Djawlistes.. . Je partage avec vous les photos notre magnifiquevisite de laCasbahavec el hadjaet son filsallah ybarekune visitepleine de sourirequi sortent du coeuret d'Plusambianceun déjeunerchez notre amis le Repèremerci mes d'être venu Djawla_3assimiyamerhba bikoum mes amis .  . Le visite guidées de la Casbahsont disponibletout les jours de semaine à part le vendredipour s'inscrireil suffit d'appelerle0556 68 92 48.. . Restez branchezsur notre page pour recevoirnos visites et événements.. .  . Merhbaaaa... .  KenzA .  djawla_3assimiya, HABIB ADVENTURE 
254,257,صباح الخيرعليكم يا أحبابيو أحباب البهجة الدزايروالقصبة العالية . نهاركم مبروكإن شاء اللهو جمعة مباركةعلى الجميع . N'oubliez pasnotre visite guidéede la Casbahpour demain inchallah merhba .  . PourPlus réservéil suffit d'envoyer les noms des participants par SMSau numéro0556 68 92 48 et vous recevrez un SMS de confirmationavec l'heureet l'endroitdu regroupement .  . Photo : Art . Credit : جمعية سواعد الغد .  .  كنزة .  جولة_عاصمية, HABIB ADVENTURE 
255,258,Bonjourmes très cheramis Djawlistes.. .  . N'oubliez pasnotre rendez vous de SAMEDI 20 Novembre inchallahnotre visite guidéedela Casbah . Pour réservéil suffit juste d'appeler le numéro0556 68 92 48 .  . Merhba bikoum et nharkoummebrouk inchallah .  .  kenzA .  djawla_3assimiya, HABIB ADVENTURE 
256,259,"SAM., 20 NOV. 2021 . Visite Guidée De La Casbah avec Djawla 3assimiya", HABIB ADVENTURE 
257,260,"Bonsoirmes très chers amis  Djawlistesj'espère Que Vous allez bien.. .  . On partage avec vous les photosde notre maaaagnifiiique visiteavec un déjeuner chez khalti fatihaune rechta super bonneunePlus visiteféminine, pleine de découverte, d'histoire, rires, ambiance, et de rencontres avec nos nouvelles amies, merhba b les habituéesavec nos amis de  constantine25 et les nouveaux aussi.. .  . Si vous souhaitez être parmi nous pour vivre de nouvellesaventurestoujours plus bellesavec Djawla 3assimiyarestez branchersur notre page pour recevoir nos événements .  . Pour toute réservationou informations, il suffit d'appelerle numéro0556 68 92 48 .  .  bienvenu .  djawla_3assimiya .  kenzA", HABIB ADVENTURE 
258,261,صباح الخيرعليكم يا أحبابيو أحباب البهجة الدزايروالقصبة العالية . نهاركم مبروكإن شاء اللهو جمعة مباركةعلى الجميع . N'oubliez pasnotre visite guidéede la Casbahpour demain inchallah merhba .  . PourPlus réservéil suffit d'envoyer les noms des participants par SMSau numéro0556 68 92 48 et vous recevrez un SMS de confirmationavec l'heureet l'endroitdu regroupement .  . Photo : Mosquéede Ketchaoua .  .  كنزة .  جولة_عاصمية, HABIB ADVENTURE 
259,262,Bonjourmes très cheramis Djawlistes.. .  . En vue de l'amélioration du temps.. N'oubliez pasnotre rendez vous de SAMEDI 13 Novembre inchallahnotre visite guidéedela Casbah .  . Pour réservéil suffit juste d'appeler le numéro0556 68 92 48 .  . Merhba bikoum et nharkoummebrouk inchallah .  .  kenzA .  djawla_3assimiya, HABIB ADVENTURE 
260,263,"Bonjourmes chers amis Djawlistes... .  . Notre prochaine visite guidéede ma Casbah sera pour leSamedi 13 Novembre..un programmeriche, un nouveau trajetet au même prixpour que tout le mondepuisse enPlus profiter.. .  . Merhba bikoummes amis.. . N'oubliez pas de réservéen envoyant les noms des participants par smssur le numéro0556 68 92 48 et vous receverez un smsde confirmation .  . SAM., 13 NOV. 2021 . Visite Guidée De La Casbah avec Djawla 3assimiya", HABIB ADVENTURE 
261,264,Bonsoirmes très chers amis Djawlistes.. .  . On partage avec vous les photos notre magnifiquevisite de laCasbahavec nos amis de Franceet d'Algérie  Djawla_3assimiyamerhba bikoum mes amis .  . Les visitesPlus guidées de la Casbahsont disponibletout les jours de semaine à part le vendredipour s'inscrireil suffit d'appelerle0556 68 92 48.. . Restez branchezsur notre page pour recevoirnos visites et événements.. .  . Merhbaaaa... .  KenzA .  djawla_3assimiya, HABIB ADVENTURE 
262,265,"SAM., 13 NOV. 2021 . Visite Guidée De La Casbah avec Djawla 3assimiya", HABIB ADVENTURE 
263,266,صباح الخيرعليكم يا أحبابيو أحباب البهجة الدزايروالقصبة العالية . نهاركم مبروكإن شاء اللهو جمعة مباركةعلى الجميع . N'oubliez pasnotre visite guidéede la Casbahpour demain inchallah merhba .  . PourPlus réservéil suffit d'envoyer les noms des participants par SMSau numéro0556 68 92 48 et vous recevrez un SMS de confirmationavec l'heureet l'endroitdu regroupement .  . Photo : frésquemurale à la Casbah by . نادي سواعد الغدLES ARTISTES yaaaaa .  .  كنزة .  جولة_عاصمية, HABIB ADVENTURE 
264,267,Bonjourmes très cheramis Djawlistes.. .  . N'oubliez pasnotre rendez vous de SAMEDI 6 Novembre inchallahnotre visite guidéedela Casbah . Pour réservéil suffit juste d'appeler le numéro0556 68 92 48 .  . Merhba bikoum et nharkoummebrouk inchallah .  .  kenzA .  djawla_3assimiya, HABIB ADVENTURE 
265,268,صباح الشتاءو الخيرو الرباحعليكم يا أحبابيو أحباب جولة عاصمية .  . نهاركم مبروكإن شاء الله .  كنزة .  جولة_عاصمية, HABIB ADVENTURE 
266,269,Bonjourmes très cheramis Djawlistes.. .  . N'oubliez pasnotre rendez vous de SAMEDI 6 Novembre inchallahnotre visite guidéedela Casbah . Pour réservéil suffit juste d'appeler le numéro0556 68 92 48 .  . Merhba bikoum et nharkoummebrouk inchallah .  .  kenzA .  djawla_3assimiya, HABIB ADVENTURE 
267,270,"Le 1er Novembre, nous rappellechaque année et ce depuis1954ces pionniersqui, fidèles à leur serment, se sont sacrifiéspour la libertéde notre beaupayset son indépendance.. Allahles a honorés par le ""martyre""et la vie éternelle, éternelle surtout dans nos espritset à travers les temps⌛.. Nos bravesChouhadas .  . Honorons leur mémoire et prionsavec ferveurpour eux, tout en les saluant et en leur exprimantnotre gratitudeet reconnaissancemais surtout en les remerciantpour leur sacrifice . Il n'est meilleuremanifestationde cette reconnaissanceque notre amourpour notre patriepour laquelle, ils se sont sacrifiésen donnant leur vieet d’œuvrerpour son développement, faire entendresa voixet hisser haut son emblèmeet en être toujours fier .  . N’oublionspas aussi d’honoreret de saluertous les moudjahidines, compagnonsde parcours, qui ont fait de cette journée, par leurs actions héroïqueset sacrifices, une journée mémorableet ont eu la chanced'assister à son anniversaireencore une fois. PrionsDieu Le Tout Puissant pour qu'il leur accorde santé, bonheur et longue vie .  . À l'occasionde la célébrationdu 67éme anniversairedu déclenchement de la révolutionAlgérienneDu1er novembre toute l'équipe de  DJAWLA_3ASSIMIYAprésente ses meilleurs vœux à tout le peuple algérien où qu’il soit  .  . Gloire à nos martyrs . Vivel’Algérie . Forte et Indépendante  .  . المجد و الخلود لشهدائنا الأبرار و تحيا الجزائر  .  1er_Novembre_1954 Révolution  67éme_anniversaire Liberté .  .  kenzA ", HABIB ADVENTURE 
